State,Crop,Date,Rainfall,Production_MT,ProductionRisk
Tamil Nadu,Cereals,2023-09-29,1000,68.58526213271104,31.414737867288963
West Bengal,Pulses,2026-03-19,1600,23.107417024985498,76.8925829750145
Himachal Pradesh,Pulses,2025-02-23,1600,20.95440057177072,79.04559942822928
Uttarakhand,Fruits,2023-04-13,1500,27.311349004169355,72.68865099583064
Jharkhand,Vegetables,2023-06-23,1400,44.26863382415283,55.73136617584717
Rajasthan,Pulses,2025-03-03,300,20.886581871574787,79.11341812842521
Himachal Pradesh,Pulses,2026-08-08,1600,24.592551701524492,75.40744829847552
Chhattisgarh,Vegetables,2024-08-18,1300,46.39849797750634,53.60150202249366
Bihar,Cereals,2026-02-25,1100,52.930903021733585,47.069096978266415
West Bengal,Pulses,2024-07-14,1600,26.10466394517432,73.89533605482568
Madhya Pradesh,Pulses,2023-02-11,1000,45.74663133567728,54.25336866432272
Uttarakhand,Cereals,2023-11-11,1500,49.192103882984476,50.807896117015524
Manipur,Cereals,2026-04-29,2200,7.100655203300088,92.8993447966999
Kerala,Cereals,2025-12-06,3000,0.1959804683506419,99.80401953164936
Himachal Pradesh,Cereals,2023-02-22,1600,34.914122491048076,65.08587750895192
Chhattisgarh,Fruits,2023-10-26,1300,39.39715966738749,60.60284033261251
Uttar Pradesh,Cereals,2025-09-25,900,79.61141705831868,20.38858294168132
Telangana,Vegetables,2025-03-31,900,70.48069802674,29.51930197326
Mizoram,Fruits,2024-03-20,2400,2.2241827894031063,97.7758172105969
Bihar,Fruits,2024-10-12,1100,41.05620748255116,58.94379251744884
Tripura,Pulses,2025-05-15,2300,3.0287013645729477,96.97129863542705
Meghalaya,Fruits,2023-11-04,2600,0.7199052940697211,99.28009470593028
Madhya Pradesh,Fruits,2024-09-29,1000,53.51654707778727,46.48345292221273
Uttar Pradesh,Cereals,2025-08-22,900,71.76151871464799,28.23848128535201
Assam,Pulses,2024-04-16,2000,6.928256808104718,93.07174319189528
Nagaland,Cereals,2024-07-06,2100,8.323437686259908,91.67656231374009
Kerala,Cereals,2026-03-28,3000,0.17617445861159994,99.8238255413884
Goa,Cereals,2025-05-08,3000,0.15022284319773271,99.84977715680226
Arunachal Pradesh,Vegetables,2026-04-10,2800,0.3767157268977575,99.62328427310224
Odisha,Pulses,2026-05-11,1500,26.813318468633387,73.18668153136662
Meghalaya,Vegetables,2023-02-12,2600,0.9689083732466867,99.03109162675331
Goa,Vegetables,2023-07-18,3000,0.13117156695871957,99.86882843304129
Bihar,Fruits,2026-01-28,1100,47.39306214671925,52.60693785328075
Gujarat,Pulses,2024-08-06,800,49.38969796888987,50.61030203111013
Odisha,Fruits,2024-11-07,1500,34.17470982437168,65.82529017562831
Telangana,Pulses,2023-01-23,900,54.7849672024784,45.2150327975216
Chhattisgarh,Vegetables,2025-06-27,1300,47.83285842163823,52.16714157836177
Rajasthan,Pulses,2024-06-12,300,17.862614494325427,82.13738550567457
Meghalaya,Fruits,2023-10-19,2600,0.819107514506841,99.18089248549316
Bihar,Cereals,2024-06-15,1100,56.30507950956995,43.69492049043005
Uttar Pradesh,Pulses,2025-07-01,900,40.23774354648253,59.76225645351747
Uttar Pradesh,Fruits,2024-08-08,900,50.18513054900398,49.81486945099602
Sikkim,Vegetables,2023-10-04,1800,17.568763851237843,82.43123614876215
Haryana,Pulses,2023-01-20,650,42.449755184309694,57.550244815690306
Meghalaya,Pulses,2025-11-02,2600,0.6105419698340104,99.38945803016598
West Bengal,Vegetables,2023-12-28,1600,29.036406831039795,70.9635931689602
Uttar Pradesh,Fruits,2026-11-27,900,44.24769105224474,55.75230894775526
Odisha,Pulses,2023-02-01,1500,27.163345707576866,72.83665429242313
Manipur,Fruits,2024-06-12,2200,4.981194631286082,95.01880536871391
Arunachal Pradesh,Cereals,2025-12-03,2800,0.36428864737249617,99.63571135262751
Uttar Pradesh,Vegetables,2024-08-18,900,67.53604903886297,32.46395096113703
Uttarakhand,Pulses,2023-11-23,1500,29.423687288295316,70.57631271170469
Nagaland,Pulses,2024-08-22,2100,5.609322265919374,94.39067773408063
Rajasthan,Vegetables,2024-06-09,300,24.329173669001438,75.67082633099857
Mizoram,Cereals,2024-12-30,2400,3.175941757476206,96.82405824252379
Punjab,Pulses,2024-12-09,650,50.62078582133543,49.37921417866457
Uttarakhand,Cereals,2023-03-10,1500,42.52836243751745,57.47163756248255
Madhya Pradesh,Fruits,2026-12-10,1000,53.03217228441314,46.96782771558686
Punjab,Vegetables,2025-07-02,650,66.34463049826076,33.655369501739244
Maharashtra,Pulses,2024-07-27,900,49.01296005040045,50.98703994959955
Nagaland,Vegetables,2026-02-15,2100,7.657658715895034,92.34234128410496
Sikkim,Vegetables,2023-06-18,1800,18.193636609632367,81.80636339036764
Sikkim,Fruits,2025-10-26,1800,14.70077425653171,85.29922574346828
Haryana,Cereals,2023-05-30,650,83.23400360710434,16.76599639289566
Maharashtra,Fruits,2024-07-21,900,55.893874250733305,44.106125749266695
Haryana,Cereals,2025-08-05,650,74.32171951969036,25.67828048030964
Himachal Pradesh,Cereals,2024-02-17,1600,36.50375489064669,63.49624510935331
Telangana,Fruits,2024-09-16,900,51.89161500939398,48.10838499060602
Sikkim,Fruits,2023-04-21,1800,14.575343489590496,85.4246565104095
Karnataka,Pulses,2026-06-04,950,51.97843252301667,48.02156747698333
Arunachal Pradesh,Pulses,2023-04-02,2800,0.2563481114863437,99.74365188851365
Kerala,Pulses,2026-02-01,3000,0.09868192884446887,99.90131807115553
Himachal Pradesh,Pulses,2023-08-18,1600,21.119043902225236,78.88095609777477
Bihar,Vegetables,2024-01-22,1100,55.004345759423266,44.995654240576734
Gujarat,Vegetables,2023-09-17,800,73.90945946512628,26.090540534873725
Madhya Pradesh,Vegetables,2025-11-30,1000,63.94693443920204,36.05306556079796
Tripura,Fruits,2025-08-16,2300,3.412677715927287,96.58732228407271
Tripura,Cereals,2024-11-11,2300,4.078855674213805,95.9211443257862
Haryana,Pulses,2023-12-01,650,42.71122255065519,57.28877744934481
Nagaland,Vegetables,2026-10-25,2100,8.139170867925484,91.86082913207451
Jharkhand,Cereals,2023-10-11,1400,55.05791894640479,44.94208105359521
Uttarakhand,Cereals,2023-10-10,1500,46.5079765881221,53.4920234118779
Tripura,Pulses,2026-10-19,2300,2.771429740499155,97.22857025950084
Punjab,Vegetables,2026-05-11,650,73.99627483170926,26.003725168290742
Mizoram,Fruits,2024-08-11,2400,2.1479072582419882,97.85209274175801
Chhattisgarh,Vegetables,2024-08-01,1300,48.68024784706639,51.31975215293361
Kerala,Pulses,2025-12-21,3000,0.08954675739011048,99.91045324260989
Bihar,Vegetables,2026-02-04,1100,49.015205450124725,50.984794549875275
Manipur,Fruits,2024-07-03,2200,5.058589808825638,94.94141019117436
Himachal Pradesh,Pulses,2023-01-14,1600,26.339933210417005,73.660066789583
Nagaland,Vegetables,2026-10-17,2100,6.670847786217486,93.32915221378252
Tamil Nadu,Vegetables,2024-11-21,1000,62.697250511585885,37.302749488414115
Himachal Pradesh,Fruits,2023-08-16,1600,30.278418159745783,69.72158184025422
Manipur,Cereals,2023-05-13,2200,6.122455518922939,93.87754448107707
Arunachal Pradesh,Vegetables,2024-10-11,2800,0.34137765092778727,99.65862234907222
Jharkhand,Pulses,2023-03-14,1400,25.764228603615283,74.23577139638472
Bihar,Cereals,2023-06-17,1100,68.667680389234,31.332319610766007
Tripura,Fruits,2024-05-22,2300,3.2835501213441898,96.71644987865581
Tripura,Vegetables,2023-02-21,2300,4.02217596623098,95.97782403376902
Mizoram,Pulses,2023-01-04,2400,1.564036589284256,98.43596341071574
Madhya Pradesh,Fruits,2026-01-26,1000,58.2070462837164,41.7929537162836
Odisha,Cereals,2026-11-26,1500,43.90297651221248,56.09702348778752
Himachal Pradesh,Pulses,2025-04-25,1600,19.640993331694993,80.359006668305
Meghalaya,Vegetables,2023-07-06,2600,1.0963261432836617,98.90367385671634
Uttarakhand,Fruits,2023-06-09,1500,30.41092675238323,69.58907324761677
Uttarakhand,Pulses,2024-05-02,1500,25.57410717998136,74.42589282001865
Maharashtra,Fruits,2026-12-03,900,55.01389811384193,44.98610188615807
Chhattisgarh,Fruits,2026-10-27,1300,42.30911317315195,57.69088682684805
Himachal Pradesh,Vegetables,2024-06-04,1600,30.241447594887298,69.75855240511271
Andhra Pradesh,Cereals,2026-06-02,1000,68.97628634649142,31.02371365350858
Assam,Cereals,2026-03-17,2000,13.324536390704031,86.67546360929597
Nagaland,Fruits,2024-07-30,2100,6.774566615588149,93.22543338441184
Goa,Fruits,2026-09-22,3000,0.10127495292455571,99.89872504707544
Gujarat,Pulses,2024-08-04,800,47.88308283516256,52.11691716483744
Punjab,Vegetables,2023-12-03,650,60.54701693165106,39.45298306834894
Uttar Pradesh,Vegetables,2023-12-09,900,63.56972001879169,36.43027998120831
Assam,Pulses,2024-06-21,2000,7.163188290226233,92.83681170977377
Bihar,Vegetables,2023-09-04,1100,47.07604453320157,52.92395546679843
West Bengal,Cereals,2024-10-29,1600,34.82138534436562,65.17861465563438
Tripura,Fruits,2025-02-06,2300,3.5697989452379875,96.43020105476201
Kerala,Pulses,2025-10-25,3000,0.11276678316711479,99.88723321683288
Manipur,Cereals,2025-03-12,2200,7.371811262651145,92.62818873734885
Gujarat,Fruits,2023-07-08,800,49.14515553624785,50.85484446375215
Madhya Pradesh,Cereals,2024-04-22,1000,69.89346206360102,30.10653793639898
Arunachal Pradesh,Cereals,2023-09-25,2800,0.36391742767808144,99.63608257232192
Arunachal Pradesh,Fruits,2025-10-01,2800,0.29561175958223457,99.70438824041777
Uttarakhand,Vegetables,2025-08-14,1500,39.98346365872096,60.01653634127904
Maharashtra,Vegetables,2025-07-21,900,70.61295926342142,29.387040736578584
Manipur,Cereals,2025-07-12,2200,5.558357439639404,94.44164256036059
Uttarakhand,Fruits,2024-03-01,1500,32.761113495329425,67.23888650467057
Madhya Pradesh,Pulses,2023-02-23,1000,50.89595370679709,49.10404629320291
Sikkim,Fruits,2024-06-11,1800,14.519122087750644,85.48087791224935
Sikkim,Fruits,2025-05-15,1800,18.072258453399847,81.92774154660015
Karnataka,Cereals,2025-09-26,950,83.7575103839006,16.242489616099405
Sikkim,Fruits,2024-05-03,1800,17.11602521970247,82.88397478029754
Haryana,Vegetables,2025-12-30,650,73.76705939249622,26.232940607503778
Maharashtra,Cereals,2023-06-10,900,95.70490671814609,4.295093281853909
Nagaland,Fruits,2026-06-07,2100,7.013428227450936,92.98657177254907
Rajasthan,Pulses,2023-12-18,300,22.1106852623209,77.8893147376791
Arunachal Pradesh,Vegetables,2023-10-08,2800,0.33644958360153304,99.66355041639846
Goa,Fruits,2023-01-05,3000,0.10918551932666526,99.89081448067334
Punjab,Vegetables,2025-07-07,650,71.44369298623496,28.556307013765036
Tripura,Cereals,2024-01-30,2300,3.991481660679102,96.0085183393209
Madhya Pradesh,Vegetables,2025-05-29,1000,64.22006581465185,35.779934185348154
Nagaland,Vegetables,2025-07-06,2100,6.494422964946578,93.50557703505342
Goa,Pulses,2026-03-01,3000,0.10220466749578085,99.89779533250422
Tamil Nadu,Cereals,2024-10-27,1000,79.91528935641534,20.084710643584657
West Bengal,Vegetables,2023-01-08,1600,30.5946807941949,69.4053192058051
Odisha,Vegetables,2024-09-17,1500,42.03038207846257,57.96961792153743
Uttarakhand,Cereals,2023-08-28,1500,50.64636801015616,49.35363198984384
Gujarat,Cereals,2025-08-18,800,90.53106204032876,9.468937959671237
Assam,Pulses,2025-03-22,2000,8.48765389347951,91.51234610652048
Uttarakhand,Pulses,2024-02-03,1500,29.037971360215355,70.96202863978465
Uttarakhand,Vegetables,2023-08-17,1500,36.46210136644454,63.53789863355546
Nagaland,Pulses,2026-08-22,2100,6.047623128360983,93.95237687163902
Punjab,Cereals,2025-09-12,650,83.30452772033509,16.695472279664912
Chhattisgarh,Fruits,2024-06-24,1300,35.67323981417434,64.32676018582566
Mizoram,Pulses,2024-04-09,2400,1.8863663843888199,98.11363361561118
Telangana,Vegetables,2024-07-26,900,62.79852061555643,37.20147938444357
Uttar Pradesh,Fruits,2023-03-31,900,42.89306286681698,57.10693713318302
Tripura,Vegetables,2023-10-01,2300,3.4812500410888707,96.51874995891113
Karnataka,Vegetables,2023-06-27,950,58.47540150976055,41.52459849023945
Uttarakhand,Fruits,2026-11-24,1500,33.336606935672954,66.66339306432704
Bihar,Cereals,2025-09-07,1100,65.14292117315871,34.85707882684129
Mizoram,Vegetables,2026-07-05,2400,2.5380833782406804,97.46191662175931
Haryana,Vegetables,2026-02-19,650,75.51015199946255,24.48984800053745
West Bengal,Pulses,2023-01-19,1600,23.09118795451957,76.90881204548043
Arunachal Pradesh,Vegetables,2023-08-29,2800,0.28918450807495233,99.71081549192505
Tripura,Pulses,2025-08-28,2300,2.43138553441717,97.56861446558283
West Bengal,Vegetables,2023-01-15,1600,32.953472363474994,67.04652763652501
Rajasthan,Vegetables,2024-12-12,300,31.795171791467183,68.20482820853282
Punjab,Pulses,2023-01-20,650,44.483839527423015,55.516160472576985
Maharashtra,Pulses,2023-10-22,900,48.02030805557901,51.97969194442099
Arunachal Pradesh,Cereals,2026-04-25,2800,0.388982354387489,99.6110176456125
Uttar Pradesh,Pulses,2023-11-24,900,42.723041737124966,57.276958262875034
Tamil Nadu,Vegetables,2025-05-15,1000,73.87446661225245,26.125533387747552
Kerala,Vegetables,2023-05-06,3000,0.1242167582141889,99.87578324178581
Maharashtra,Pulses,2023-08-13,900,55.891504589722274,44.108495410277726
Assam,Pulses,2026-01-18,2000,8.218433482025333,91.78156651797467
Bihar,Vegetables,2026-11-10,1100,51.091293618761895,48.908706381238105
Goa,Vegetables,2023-05-26,3000,0.13750013708838377,99.86249986291162
Madhya Pradesh,Pulses,2026-02-07,1000,50.24297502054629,49.75702497945371
Bihar,Pulses,2025-02-08,1100,38.65372989560923,61.34627010439077
Chhattisgarh,Pulses,2024-08-02,1300,34.90044392806943,65.09955607193058
West Bengal,Cereals,2023-09-10,1600,40.47806310536983,59.52193689463017
Telangana,Fruits,2026-05-13,900,59.41064022250684,40.58935977749316
Haryana,Pulses,2025-12-02,650,48.260386195529776,51.739613804470224
Haryana,Pulses,2024-06-07,650,47.889155355823654,52.110844644176346
Haryana,Vegetables,2025-01-08,650,68.18860914060828,31.81139085939172
Assam,Cereals,2024-04-04,2000,14.175082936637322,85.82491706336268
Arunachal Pradesh,Fruits,2023-05-16,2800,0.2838553447190956,99.7161446552809
Karnataka,Cereals,2026-08-31,950,77.4347725972757,22.565227402724304
Maharashtra,Cereals,2024-10-27,900,92.24217319303351,7.7578268069664915
Uttarakhand,Vegetables,2025-08-13,1500,40.48142438924448,59.51857561075552
Goa,Pulses,2024-09-10,3000,0.10009361644404159,99.89990638355596
Gujarat,Cereals,2026-08-18,800,88.83182754535963,11.16817245464037
West Bengal,Fruits,2026-09-01,1600,27.68099130111968,72.31900869888032
Assam,Pulses,2024-05-03,2000,7.6618037437671225,92.33819625623288
Jharkhand,Cereals,2026-07-01,1400,47.32645727330744,52.67354272669256
West Bengal,Pulses,2026-12-31,1600,23.369197410888667,76.63080258911134
Bihar,Vegetables,2026-07-01,1100,57.17053608696949,42.82946391303051
Madhya Pradesh,Cereals,2023-12-30,1000,84.77975811422712,15.220241885772879
Kerala,Vegetables,2024-09-21,3000,0.14452106708986026,99.85547893291015
Telangana,Cereals,2024-01-24,900,85.16527319236434,14.834726807635661
Andhra Pradesh,Pulses,2024-09-02,1000,51.410295049069596,48.589704950930404
Uttar Pradesh,Cereals,2024-08-21,900,76.06682722201163,23.933172777988375
Meghalaya,Vegetables,2025-04-11,2600,1.0392473784979082,98.9607526215021
Himachal Pradesh,Pulses,2025-05-21,1600,24.484314248913304,75.51568575108669
Tamil Nadu,Cereals,2024-10-18,1000,78.5932961842856,21.406703815714394
Odisha,Vegetables,2024-03-17,1500,40.94937062197308,59.05062937802692
Uttarakhand,Vegetables,2025-03-19,1500,33.68457889408845,66.31542110591155
Maharashtra,Pulses,2026-08-20,900,48.86903166605674,51.13096833394326
Haryana,Pulses,2023-03-26,650,53.00537249485242,46.99462750514758
Haryana,Vegetables,2026-03-20,650,67.9358934846681,32.0641065153319
Tripura,Pulses,2023-02-08,2300,2.4147128748454074,97.5852871251546
Manipur,Fruits,2023-05-19,2200,4.471007553542681,95.52899244645732
Nagaland,Pulses,2024-07-09,2100,4.683164799085911,95.31683520091408
Andhra Pradesh,Pulses,2025-05-08,1000,46.351422060662394,53.648577939337606
Tamil Nadu,Vegetables,2025-04-01,1000,64.57491891855535,35.425081081444645
Andhra Pradesh,Fruits,2025-07-09,1000,52.08244060565759,47.91755939434241
Assam,Vegetables,2024-09-11,2000,11.014536469792077,88.98546353020792
Haryana,Pulses,2023-10-13,650,44.5503009559613,55.4496990440387
Bihar,Cereals,2024-06-09,1100,56.684479761164255,43.315520238835745
Rajasthan,Fruits,2026-04-06,300,22.150181589131936,77.84981841086807
Telangana,Pulses,2023-10-25,900,52.190362654178244,47.809637345821756
Uttarakhand,Vegetables,2025-04-02,1500,40.36039923593027,59.63960076406973
Haryana,Pulses,2025-08-05,650,53.380238668960004,46.619761331039996
Karnataka,Pulses,2026-07-30,950,44.55885881665693,55.44114118334307
Uttar Pradesh,Vegetables,2024-08-02,900,51.8388035242884,48.1611964757116
Gujarat,Cereals,2025-06-21,800,77.23519175905997,22.764808240940027
Telangana,Pulses,2023-09-02,900,50.435052398202416,49.564947601797584
West Bengal,Cereals,2024-03-24,1600,35.1075216387654,64.8924783612346
West Bengal,Cereals,2023-03-26,1600,42.21970215442077,57.78029784557923
Uttar Pradesh,Vegetables,2026-04-13,900,50.98272989660093,49.01727010339907
Uttar Pradesh,Fruits,2025-11-10,900,44.39488175684276,55.60511824315724
Manipur,Vegetables,2024-12-21,2200,6.316389133557881,93.68361086644212
Andhra Pradesh,Fruits,2025-03-12,1000,57.08003830653377,42.91996169346623
Punjab,Fruits,2024-12-11,650,57.77330174657616,42.22669825342384
Haryana,Pulses,2025-10-27,650,52.06771891040734,47.93228108959266
Mizoram,Vegetables,2023-07-29,2400,2.161200089792295,97.83879991020771
Maharashtra,Fruits,2025-09-15,900,58.25379198346623,41.74620801653377
Tripura,Cereals,2024-07-16,2300,4.913035388021331,95.08696461197867
Odisha,Pulses,2025-08-01,1500,24.381162821181512,75.6188371788185
Jharkhand,Vegetables,2023-01-09,1400,47.65358381488931,52.34641618511069
Arunachal Pradesh,Pulses,2023-01-05,2800,0.22740467229412056,99.77259532770589
Sikkim,Cereals,2023-11-04,1800,21.997735557735503,78.0022644422645
Goa,Fruits,2026-12-30,3000,0.10149694683357,99.89850305316644
Goa,Pulses,2026-07-22,3000,0.10239179828227529,99.89760820171773
Karnataka,Fruits,2025-09-05,950,54.34035138937197,45.65964861062803
Maharashtra,Vegetables,2026-06-10,900,69.115169815333,30.884830184666995
Haryana,Vegetables,2025-01-19,650,58.900578455037206,41.099421544962794
Maharashtra,Cereals,2026-11-21,900,88.73443712825215,11.265562871747846
Chhattisgarh,Cereals,2023-03-23,1300,63.01244520779757,36.98755479220243
Jharkhand,Fruits,2025-03-10,1400,30.69285283143061,69.30714716856939
Bihar,Pulses,2025-10-15,1100,37.94872853328428,62.05127146671572
Tamil Nadu,Vegetables,2024-11-13,1000,66.73743613051452,33.262563869485476
Himachal Pradesh,Pulses,2026-05-11,1600,24.41285865518387,75.58714134481613
Jharkhand,Pulses,2024-11-28,1400,31.082314148521082,68.91768585147892
Bihar,Pulses,2024-10-22,1100,40.95479021084603,59.04520978915397
Tripura,Cereals,2023-12-30,2300,4.611070483590295,95.3889295164097
Uttarakhand,Cereals,2023-07-29,1500,45.56657342906958,54.43342657093042
Gujarat,Pulses,2023-08-03,800,52.2933329177904,47.7066670822096
Mizoram,Cereals,2024-06-25,2400,2.7936050813859463,97.20639491861405
Telangana,Fruits,2023-06-29,900,65.27244881160266,34.72755118839734
Uttar Pradesh,Cereals,2023-12-11,900,59.686165838119706,40.313834161880294
Meghalaya,Cereals,2024-02-12,2600,1.2018261002143567,98.79817389978564
Goa,Cereals,2023-09-06,3000,0.17710541453635362,99.82289458546364
Manipur,Fruits,2026-02-12,2200,4.138339238118075,95.86166076188192
Assam,Cereals,2025-07-06,2000,13.788793809934061,86.21120619006594
Rajasthan,Cereals,2025-02-20,300,29.66009404067316,70.33990595932684
